gsm,description,treatment_protocol_ch1,treatment_protocol_ch2,extract_protocol_ch1,extract_protocol_ch2
GSM925494,M4607-liver-Uninfected,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
GSM925495,M5235-liver-Chronic,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
GSM925496,F5221-liver-Resolved,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
GSM925497,M5235-liver-Chronic,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
GSM925498,F5310-liver-Resolved,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
GSM925499,M4646-liver-Uninfected,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
GSM925500,F5252-liver-Chronic,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
GSM925501,F5282-liver-Resolved,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
GSM925502,F4666-liver-Uninfected,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
GSM925503,F5221-liver-Resolved,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
GSM925504,F4620-liver-Uninfected,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
GSM925505,F5252-liver-Chronic,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
GSM925506,F5243-liver-Resolved,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
GSM925507,M5250-liver-Chronic,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
GSM925508,M5306-liver-Resolved,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
GSM925509,M4660-liver-Uninfected,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
GSM925510,M5276-liver-Chronic,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
GSM925511,F5288-liver-Resolved,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
GSM925512,M5276-liver-Chronic,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
GSM925513,M5260-liver-Resolved,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
GSM925514,F4630-liver-Uninfected,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
GSM925515,F5315-liver-Resolved,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
GSM925516,M5269-liver-Resolved,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
GSM925517,M5276-liver-Chronic,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
GSM925518,F5307-liver-Resolved,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
GSM925519,M4679-liver-Uninfected,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
GSM925520,F5211-liver-Chronic,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
GSM925521,M4660-liver-Uninfected,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
GSM925522,F5211-liver-Chronic,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
GSM925523,F5315-liver-Resolved,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
GSM925524,F5211-liver-Chronic,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
GSM925525,M5306-liver-Resolved,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
GSM925526,M5274-liver-Resolved,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
GSM925527,M5250-liver-Chronic,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
GSM925528,F5316-liver-Resolved,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
GSM925529,M4607-liver-Uninfected,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
GSM925530,F5282-liver-Resolved,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
GSM925531,M4646-liver-Uninfected,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
GSM925532,F5252-liver-Chronic,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
GSM925533,F5281-liver-Resolved,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
GSM925534,M5250-liver-Chronic,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
GSM925535,F5221-liver-Resolved,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
GSM925536,F4620-liver-Uninfected,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
GSM925537,F5271-liver-Chronic,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
GSM925538,F5243-liver-Resolved,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
