description,treatment_protocol_ch1,treatment_protocol_ch2,extract_protocol_ch1,extract_protocol_ch2
"N1R;	Technical replicate of biological replicate 1. Nymph, harvested after 7 days post infestation.",,,Total RNA was isolated according to manufacturer’s guidelines for TRI REAGENT.,Total RNA was isolated according to manufacturer’s guidelines for TRI REAGENT.
"N2;	Biological replicate 2 of 2. Nymph, harvested after 7 days post infestation.",,,Total RNA was isolated according to manufacturer’s guidelines for TRI REAGENT.,Total RNA was isolated according to manufacturer’s guidelines for TRI REAGENT.
"N2R;	Technical replicate of biological replicate 2. Nymph, harvested after 7 days post infestation.",,,Total RNA was isolated according to manufacturer’s guidelines for TRI REAGENT.,Total RNA was isolated according to manufacturer’s guidelines for TRI REAGENT.
Gene expression in 3day fifth instar larvae in op mutant,Silkworms were reared on fresh mulberry leaves and kept at 25 degrees Celsius on a 12-hour light/12-hour dark cycle.,,"Total RNA from wild type or op testis were isolated using an RNeasy Mini Kit (Qiagen, Valencia, CA, USA). Total RNA was quantified on an Agilent 2100 Bioanalyzer (Agilent Technologies, Palo Alto, CA, USA)",
Gene expression in 3day fifth instar larvae in op mutant,Silkworms were reared on fresh mulberry leaves and kept at 25 degrees Celsius on a 12-hour light/12-hour dark cycle.,,"Total RNA from wild type or op testis were isolated using an RNeasy Mini Kit (Qiagen, Valencia, CA, USA). Total RNA was quantified on an Agilent 2100 Bioanalyzer (Agilent Technologies, Palo Alto, CA, USA)",
Gene expression in 3day fifth instar larvae in wild type,Silkworms were reared on fresh mulberry leaves and kept at 25 degrees Celsius on a 12-hour light/12-hour dark cycle.,,"Total RNA from wild type or op testis were isolated using an RNeasy Mini Kit (Qiagen, Valencia, CA, USA). Total RNA was quantified on an Agilent 2100 Bioanalyzer (Agilent Technologies, Palo Alto, CA, USA)",
Gene expression in 3day fifth instar larvae in wild type,Silkworms were reared on fresh mulberry leaves and kept at 25 degrees Celsius on a 12-hour light/12-hour dark cycle.,,"Total RNA from wild type or op testis were isolated using an RNeasy Mini Kit (Qiagen, Valencia, CA, USA). Total RNA was quantified on an Agilent 2100 Bioanalyzer (Agilent Technologies, Palo Alto, CA, USA)",
Biological replicate 1 of 4. Compression xylem vs. opposite xylem,Compression wood was induced by bending the stem at an angle of 45° away from the vertical during two months.,Compression wood was induced by bending the stem at an angle of 45° away from the vertical during two months.,"Total RNA was isolated following the method of Chang S et al. Plant Mol Biol Rep 1993, 11:113–116","Total RNA was isolated following the method of Chang S et al. Plant Mol Biol Rep 1993, 11:113–116"
Biological replicate 2 of 4. Compression xylem vs. opposite xylem,Compression wood was induced by bending the stem at an angle of 45° away from the vertical during two months.,Compression wood was induced by bending the stem at an angle of 45° away from the vertical during two months.,"Total RNA was isolated following the method of Chang S et al. Plant Mol Biol Rep 1993, 11:113–116","Total RNA was isolated following the method of Chang S et al. Plant Mol Biol Rep 1993, 11:113–116"
Biological replicate 3 of 4. Compression xylem vs. opposite xylem,Compression wood was induced by bending the stem at an angle of 45° away from the vertical during two months.,Compression wood was induced by bending the stem at an angle of 45° away from the vertical during two months.,"Total RNA was isolated following the method of Chang S et al. Plant Mol Biol Rep 1993, 11:113–116","Total RNA was isolated following the method of Chang S et al. Plant Mol Biol Rep 1993, 11:113–116"
Biological replicate 4 of 4. Compression xylem vs. opposite xylem,Compression wood was induced by bending the stem at an angle of 45° away from the vertical during two months.,Compression wood was induced by bending the stem at an angle of 45° away from the vertical during two months.,"Total RNA was isolated following the method of Chang S et al. Plant Mol Biol Rep 1993, 11:113–116","Total RNA was isolated following the method of Chang S et al. Plant Mol Biol Rep 1993, 11:113–116"
Biological replicate 1 of 4. Dye-Swap. Opposite xylem vs. compression xylem,Compression wood was induced by bending the stem at an angle of 45° away from the vertical during two months.,Compression wood was induced by bending the stem at an angle of 45° away from the vertical during two months.,"Total RNA was isolated following the method of Chang S et al. Plant Mol Biol Rep 1993, 11:113–116","Total RNA was isolated following the method of Chang S et al. Plant Mol Biol Rep 1993, 11:113–116"
Biological replicate 2 of 4. Dye-Swap. Opposite xylem vs. compression xylem,Compression wood was induced by bending the stem at an angle of 45° away from the vertical during two months.,Compression wood was induced by bending the stem at an angle of 45° away from the vertical during two months.,"Total RNA was isolated following the method of Chang S et al. Plant Mol Biol Rep 1993, 11:113–116","Total RNA was isolated following the method of Chang S et al. Plant Mol Biol Rep 1993, 11:113–116"
Biological replicate 3 of 4. Dye-Swap. Opposite xylem vs. compression xylem,Compression wood was induced by bending the stem at an angle of 45° away from the vertical during two months.,Compression wood was induced by bending the stem at an angle of 45° away from the vertical during two months.,"Total RNA was isolated following the method of Chang S et al. Plant Mol Biol Rep 1993, 11:113–116","Total RNA was isolated following the method of Chang S et al. Plant Mol Biol Rep 1993, 11:113–116"
Biological replicate 4 of 4. Dye-Swap. Opposite xylem vs. compression xylem,Compression wood was induced by bending the stem at an angle of 45° away from the vertical during two months.,Compression wood was induced by bending the stem at an angle of 45° away from the vertical during two months.,"Total RNA was isolated following the method of Chang S et al. Plant Mol Biol Rep 1993, 11:113–116","Total RNA was isolated following the method of Chang S et al. Plant Mol Biol Rep 1993, 11:113–116"
test,"From each patient, matched tissue parts from the peripheral and the central tumor area were snap frozen immediately after operation and stored at -80°C. Tissue specimens were histologically confirmed to represent either the tumor infiltration zone (INF) or cell-rich central tumor areas (CEN) and then subjected to subsequent microdissection.",,Total RNA was extracted by calcium chloride ultracentrifugation.,
test,"From each patient, matched tissue parts from the peripheral and the central tumor area were snap frozen immediately after operation and stored at -80°C. Tissue specimens were histologically confirmed to represent either the tumor infiltration zone (INF) or cell-rich central tumor areas (CEN) and then subjected to subsequent microdissection.",,Total RNA was extracted by calcium chloride ultracentrifugation.,
test,"From each patient, matched tissue parts from the peripheral and the central tumor area were snap frozen immediately after operation and stored at -80°C. Tissue specimens were histologically confirmed to represent either the tumor infiltration zone (INF) or cell-rich central tumor areas (CEN) and then subjected to subsequent microdissection.",,Total RNA was extracted by calcium chloride ultracentrifugation.,
test,"From each patient, matched tissue parts from the peripheral and the central tumor area were snap frozen immediately after operation and stored at -80°C. Tissue specimens were histologically confirmed to represent either the tumor infiltration zone (INF) or cell-rich central tumor areas (CEN) and then subjected to subsequent microdissection.",,Total RNA was extracted by calcium chloride ultracentrifugation.,
test,"From each patient, matched tissue parts from the peripheral and the central tumor area were snap frozen immediately after operation and stored at -80°C. Tissue specimens were histologically confirmed to represent either the tumor infiltration zone (INF) or cell-rich central tumor areas (CEN) and then subjected to subsequent microdissection.",,Total RNA was extracted by calcium chloride ultracentrifugation.,
test,"From each patient, matched tissue parts from the peripheral and the central tumor area were snap frozen immediately after operation and stored at -80°C. Tissue specimens were histologically confirmed to represent either the tumor infiltration zone (INF) or cell-rich central tumor areas (CEN) and then subjected to subsequent microdissection.",,Total RNA was extracted by calcium chloride ultracentrifugation.,
test,"From each patient, matched tissue parts from the peripheral and the central tumor area were snap frozen immediately after operation and stored at -80°C. Tissue specimens were histologically confirmed to represent either the tumor infiltration zone (INF) or cell-rich central tumor areas (CEN) and then subjected to subsequent microdissection.",,Total RNA was extracted by calcium chloride ultracentrifugation.,
control,"From each patient, matched tissue parts from the peripheral and the central tumor area were snap frozen immediately after operation and stored at -80°C. Tissue specimens were histologically confirmed to represent either the tumor infiltration zone (INF) or cell-rich central tumor areas (CEN) and then subjected to subsequent microdissection.",,Total RNA was extracted by calcium chloride ultracentrifugation.,
control,"From each patient, matched tissue parts from the peripheral and the central tumor area were snap frozen immediately after operation and stored at -80°C. Tissue specimens were histologically confirmed to represent either the tumor infiltration zone (INF) or cell-rich central tumor areas (CEN) and then subjected to subsequent microdissection.",,Total RNA was extracted by calcium chloride ultracentrifugation.,
